id	alias	attack_country	attack_means	attack_target	belong_country	create_time	creation_date	family	note	update_time	apts	status	system_tool	system_type	threat_type
5328	win.atomsilo					NULL		Atomsilo	AtomSilo Ransomware 是一种恶意软件威胁，旨在使用不可破解的加密算法锁定受害者的文件	NULL		保留	\0	win	勒索
5329	win.attor					NULL		Attor	Attor 是一个网络间谍平台，至少从 2013 年开始就用于针对外交使团和政府机构的攻击。它最有趣的功能是复杂的模块化架构、精细的网络通信以及指纹 GSM/GPRS 设备的独特插件。	NULL		保留	\0	win	远控
5330	win.auditcred,roptimizer					NULL		Auditcred	AuditCred 是 Lazarus Group 在 2018 年攻击期间使用的恶意 DLL。	NULL		保留	\0	win	木马
5331	win.august_stealer					NULL		AugustStealer	August Stealer最初于2016年12月被发现，它能够窃取保存在Skype、Opera、Chrome和Firefox浏览器中的密码，以及能够从受感染计算机窃取敏感文档和其他敏感数据	NULL		保留	\0	win	勒索
5332	win.auriga,riodrv					NULL		Auriga	APT1和其他APT团体使用该恶意软件	NULL	Comment Crew	保留	\0	win	木马
5333	onekeylocker,win.aurora,AuroraStealer					NULL		Aurora	勒索软件	2024-09-09	Oktropys	保留	\0	win	勒索
5334	autoitbackdoor,AutoIt					NULL		AutoitBackdoor	AutoIt 后门是负责 MONSOON 活动的参与者使用的恶意软件。 攻击者经常在利用 CVE-2014-6352 的武器化 .pps 文件中使用它。 该恶意软件利用合法的脚本语言进行同名的 Windows GUI 自动化。	2023-01-13	Patchwork	保留	\0		远控
5335	win.avaddon					NULL		Avaddon	Avaddon 是一种针对 Windows 系统的勒索软件恶意软件，通常通过恶意垃圾邮件传播。 2020 年 2 月，第一次传播 Avaddon 勒索软件的已知攻击事件。Avaddon 使用扩展名 .avdn 加密文件，并使用 TOR 支付网站支付赎金。	NULL	RIDDLE SPIDER	保留	\0	win	勒索
5336	win.avast_disabler					NULL		AvastDisabler	Avast是一款免费的防病毒软件，可为您的PC 提供可靠的安全保护	NULL		保留	\0	win	正常软件
5337	win.avcrypt					NULL		Avcrypt	AVCrypt勒索软件在执行文件加密操作前会尝试卸载已安装的反病毒软件，并且尝试移除大量与系统安全相关的服务，从而弱化系统的防御力	NULL		保留	\0	win	勒索
5338	win.avd					NULL		Avd	Cyble Research 发现了这种 .Net 编写的恶意软件，称为“AvD Crypto Stealer”。 该恶意软件的名称具有误导性，因为这是一种限幅器恶意软件。 Cyble 的假设是，该恶意软件可以将其他威胁参与者作为场景。	NULL		保留	\0	win	木马
5339	avemaria,ave_maria,win.ave_maria,warzonerat,avemariarat,WARZONE RAT,warzone					NULL		Warzone	使用 AutoIT 进行包装的信息窃取程序。	NULL	Anunak	保留	\0	win	窃密
5340	avenger					NULL		Avenger	Avenger 是 BRONZE BUTLER 至少从 2019 年开始使用的下载器。	NULL		保留	\0		下载器
5341	win.aveo					NULL		Aveo	Aveo 恶意软件家族与ForrmerFirstRAT 恶意软件家族有密切的联系，二者都针对日语用户	NULL		保留	\0	win	木马
5342	win.avos_locker					NULL		AvosLocker	一个自称 Avos Locker 的新兴勒索软件家族一直在加大攻击力度，同时努力在其目标系统上禁用端点安全产品	NULL		保留	\0	win	勒索
5343	win.avzhan					NULL		Avzhan	DDOS恶意软件	NULL		保留	\0	win	远控
5344	win.ayegent					NULL		Ayegent		NULL		保留	\0	win	
5345	win.aytoke					NULL		Aytoke	键盘记录器。	NULL		保留	\0	win	窃密
5346	elf.azazel					NULL		Azazel	Azazel 是一个基于 Jynx rootkit 技术（LD_PRELOAD 技术）的 Linux 用户模式 rootkit。 Azazel 据称比 Jynx 更强大，并且具有更多的反分析功能	NULL		保留	\0	elf	木马
5347	win.azorult,puffstealer,rultazo					NULL		Azorult	AZORult 是一个凭证和支付卡信息窃取者。 除此之外，版本 2 增加了对 .bit-domains 的支持。 它与 Chthonic 一起被观察到，并被 Ramnit 丢弃。	NULL	The Gorgon Group	保留	\0	win	窃密
5348	elf.b1txor20					NULL		B1Txor20	B1txor20 是 360 Netlab 与其他利用 Log4J 的恶意软件一起发现的恶意软件。 该名称源自使用文件名“b1t”、XOR 加密算法和 20 字节的 RC4 算法密钥长度。 根据 360 Netlab 的说法，这个 Backdoor for Linux 平台使用 DNS Tunnel 来构建 C2 通信通道。 他们还假设该恶意软件仍在开发中，因为存在一些错误和未完全实现的功能。	NULL		保留	\0	elf	僵尸网络
5349	win.babar,snowball					NULL		Babar	一款可以入侵Windows系统计算机的高级尖端的恶意软件，旨在盗取目标的价值数据，包括即时通讯、软件电话、浏览器和办公软件的数据。	NULL	SNOWGLOBE	保留	\0	win	窃密
5350	babyk,vasalocker,elf.babuk,win.babuk					NULL		Babuk	Babuk Ransomware 是为多个平台编译的复杂勒索软件。 Windows 和 ARM for Linux 是最常用的编译版本，但随着时间的推移，我们观察到 ESX 和 32 位旧的 PE 可执行文件。 它还使用椭圆曲线算法（蒙哥马利算法）来构建加密密钥。	NULL		保留	\0	elf,win	勒索
5351	win.babylon_rat					NULL		BabyLonrat	Babylon RAT是一个开源工具，可以处理多种任务，如加密C2通信、逃避网络安全控制、触发拒绝服务（DOS）攻击，以及窃取受害者数据等。	NULL		保留	\0	win	窃密
5352	win.babymetal					NULL		BabyMetal	BABYMETAL 是基于 TinyMet Meterpreter 工具的命令行网络隧道实用程序，主要用于执行 Meterpreter 反向 shell 有效负载。	NULL	Anunak	保留	\0	win	木马
5353	win.babyshark					NULL		BabyShark	BabyShark 是 Microsoft Visual Basic (VB) 基于脚本的恶意软件系列，于 2018 年 11 月首次出现。该恶意软件通过从远程位置执行第一阶段 HTA 启动，因此它可以通过包括 PE 文件和恶意软件在内的不同文件类型进行传递 文件。 它将系统信息泄露到C2服务器，在系统上保持持久性，并等待操作员的进一步指令	NULL	Kimsuky	保留	\0	win	窃密
5354	win.backbend					NULL		BackBend	FireEye 将 BACKBEND 描述为在主要后门被删除的情况下用作备用机制的辅助下载器。 执行时，BACKBEND 检查是否存在互斥体 MicrosoftZj 或 MicrosoftZjBak（两者都与 BACKSPACE 变体相关联）。 如果其中任何一个互斥体存在，恶意软件就会退出。	NULL	APT 30	保留	\0	win	下载器
5355	win.backconfig					NULL		BackConfig	BackConfig 是一种自定义木马，具有灵活的插件架构，已被 Patchwork 使用。	NULL	VICEROY TIGER、Patchwork	保留	\0	win	木马
5356	backdoor.oldrea,havex					NULL		BackdoorOldrea	Backdoor.Oldrea 是 Dragonfly 使用的后门。 它似乎是由该组织编写或专门为其编写的自定义恶意软件。	NULL		保留	\0		远控
5357	elf.backdoor_irc16					NULL		BackdoorIrc16	BackDoor.Irc.16是被设计成了一个跨平台的恶意软件	NULL		保留	\0	elf	木马
5358	win.backnet					NULL		BackNet	一款恶意软件工具	NULL		保留	\0	win	木马
5359	win.backoff					NULL		BackOff	Backoff为RAM-scraping POS恶意软件的相当标准的变体，但Backoff已经引起广泛关注，因为过去一年的一些零售商数据泄露事故都有它的参与，包括Neiman Marcus、Sally Beauty Supply、P.F. Chang以及最近的Dairy Queen事件	NULL		保留	\0	win	木马
5360	zrlnk,win.backspace,lecna					NULL		BackSpace	BACKSPACE 是 APT30 使用的后门，至少可以追溯到 2005 年。	NULL	APT 30	保留	\0	win	远控
5361	win.backswap					NULL		BackSwap	ESET的安全专家发现了一种名为“BackSwap Trojan”的新型银行恶意软件，它利用“消息循环”的本地Windows机制，绕过浏览器实施的防恶意软件解决方案和防护功能	NULL		保留	\0	win	木马
5362	badrabbit,win32/diskcoder.d,DiskCoder					NULL		BadRabbit	Bad Rabbit 是一种自我传播的勒索软件，在 2017 年影响了乌克兰的交通部门。Bad Rabbit 还针对俄罗斯的组织和消费者。	2023-01-11		保留	\0		勒索
5363	apk.badcall					NULL		BadCall	BADCALL 是 Lazarus Group 使用的木马恶意软件变种。	NULL	Lazarus Group	保留	\0	apk,win	木马
5364	win.badencript					NULL		BadenCript	BadEncript勒索软件，被锁定的文件会添加“.bript”后缀名，并在桌面上给受害人留下名为“More.html”的勒索手册	NULL		保留	\0	win	勒索
5365	win.badflick					NULL		BadFlick	BADFLICK，一个能够修改文件系统、生成反向 shell 并修改其命令和控制配置的后门。	NULL	Leviathan	保留	\0	win	远控
5366	win.badhatch					NULL		BadHatch	“BADHATCH恶意软件是一个成熟的、高度先进的后门软件，使用了多种规避和防御技术	NULL	FIN8	保留	\0	win	远控
5367	win.badnews					NULL		BadNews	BADNEWS 是负责 Patchwork 活动的参与者使用的恶意软件。 它之所以得名，是因为它使用 RSS 提要、论坛和博客进行命令和控制。	NULL	Patchwork	保留	\0	win	木马
5368	apk.badpatch,welcomechat,Welcome Chat					NULL		BadPatch	BadPatch 是一种 Windows 木马，曾在与 Gaza Hackers 相关的活动中使用。	NULL	Molerats	保留	\0	apk	木马
5369	win.bagle					NULL		Bagle	Bagle是一个经典而复杂的蠕虫病毒，2004年1月18日首次露面。“Bagle”还包含一种代码，能够把被感染的计算机变为一台真正的发送垃圾电子邮件的机器，给网络带来巨大的损害	NULL		保留	\0	win	蠕虫
5370	apk.bahamut,win.bahamut,apt_bahamut					NULL		Bahamut	Bahamut是一个“雇佣组织”，通常以中东地区和南亚的实体和个人作为目标，该组织主要通过仿冒网站进行凭据收集和网络钓鱼投递恶意软件	2023-07-07	Bahamut, Dropping Elephant	保留	\0	apk,win	远控
5371	baldir,win.baldr					NULL		Baldr	Baldr是一个新的信息窃取恶意软件系列的名称，能够相当有效的从感染用户那里获取敏感数据，包括信用卡信息、亚马逊和Paypal账户、战网和Steam	NULL		保留	\0	win	窃密
5372	win.balkan_door					NULL		BalkanDoor	根据 ESET 的说法，BalkanDoor 是一个带有少量命令的简单后门（下载并执行文件、创建远程 shell、截屏）。 它可用于自动执行受感染计算机上的任务或一次自动控制多台受影响的计算机。 自 2016 年以来，我们已经看到了六个版本的后门，以及一系列支持的命令。	NULL		保留	\0	win	远控
5373	win.balkan_rat					NULL		BalkanRat	BalkanRAT 是恶意 Balkan 工具集（参见 BalkanDoor）中更复杂的部分，其目标是部署和利用合法的商业软件进行远程管理。 该恶意软件有几个额外的组件来帮助加载、安装和隐藏远程桌面软件的存在。 至少从 2016 年 1 月开始，一项涉及 BalkanRAT 的长期活动一直活跃，针对克罗地亚、塞尔维亚、黑山和波斯尼亚和黑塞哥维那的组织的会计部门（考虑到电子邮件的内容、包括链接和诱饵 PDF 都涉及 税）。 它是通过利用 WinRAR ACE 漏洞 (CVE-2018-20250) 合法签名和安装的。	NULL		保留	\0	win	远控
5374	win.bamital					NULL		Bamital	Bamital病毒是一种木马病毒，受影响系统为微软Windows。Bamital通常被用来劫持正常上网流量，重定向Google、Bing和Yahoo等搜索引擎并强制跳转到广告或大量有风险的网站，以赚取广告费用或流量费用。	NULL		保留	\0	win	僵尸网络
5375	win.banatrix					NULL		Banatrix		NULL		保留	\0	win	
5376	win.bancos					NULL		Bancos	针对银行的恶意软件	NULL		保留	\0	win	木马
5377	win.bandook,bandok,Bandook RAT,BandookRAT					NULL		Bandook	Bandook 是一种商业上可用的 RAT，用 Delphi 和 C++ 编写，至少从 2007 年就可以使用。它已被用于美国、南美、欧洲的政府、金融、能源、医疗保健、教育、IT 和法律组织 ，和东南亚。 Bandook 已被 Dark Caracal 使用，并在一个名为“Operation Manul”的单独活动中使用。	NULL	Dark Caracal	保留	\0	win	远控
5378	win.bangat					NULL		Bangat	一种恶意软件	NULL	Comment Crew	保留	\0	win	木马
5379	win.banjori,backpatcher,multibanker2,bankpatch					NULL		Banjori	Banjori是被发现于2013年并活跃至今的银行木马。其攻击目标主要针对于法国、德国与美国的个人银行网上用户。当用户被感染后，木马会将恶意载荷注入至用户的活动进程实现持久威胁并对用户的信息进行收集	NULL		保留	\0	win	木马
5380	copperhedge,trojanmanuscript,win.bankshot					NULL		BankShot	Bankshot 是一种远程访问工具 (RAT)，国土安全部于 2017 年 12 月首次报告。2018 年，Lazarus Group 使用 Bankshot 植入物攻击土耳其金融部门。	NULL	Lazarus Group	保留	\0	win	远控
5381	jar.banload					NULL		Banload	针对银行的恶意软件	NULL		保留	\0	jar	木马
5382	win.barkiofork					NULL		Barkiofork	Barkiofork会在被感染的电脑上创建一个后门。该病毒可下载并执行额外的恶意文件	NULL		保留	\0	win	远控
5383	win.bart					NULL		Bart	勒索软件，一旦感染Bart之后，用户的电脑背景就会被锁定在恶意软件的锁屏界面	NULL		保留	\0	win	勒索
5384	apk.basbanke					NULL		Basbanke	银行木马家族，活跃在葡萄牙和西班牙	NULL		保留	\0	apk	木马
5385	elf.bashlite,qbot,gafgyt,torlus,lizkebab,gayfgt,QBotVariant,elf_gafgyt					NULL		Bashlite	Bashlite IoT恶意软件升级使其能够针对WeMo家庭自动化设备	2023-07-07		保留	\0	elf	木马
5386	win.batchwiper					NULL		BatchWiper	一种新的清除数据的恶意软件正瞄准伊朗计算机网络。被称为Batchwiper	NULL		保留	\0	win	木马
5387	win.batel					NULL		Batel	Batel木马是之前Carbanak组织在过去的攻击活动中常用的工具	NULL		保留	\0	win	木马
5388	js.bateleur					NULL		Bateleur	Carbanak黑客使用恶性的Bateleur恶意软件攻击整个美国的饭店连锁店	NULL	Anunak	保留	\0	js	木马
5389	team9,bazar,kegtap					NULL		Bazar	Bazar 是至少从 2020 年 4 月开始使用的下载程序和后门程序，主要针对美国和欧洲的专业服务、医疗保健、制造、IT、物流和旅游公司进行感染。 据报道，Bazar 与 TrickBot 活动有联系，可用于部署其他恶意软件，包括勒索软件，并窃取敏感数据。	NULL		保留	\0		窃密
5390	win.bazarbackdoor,kegtap,beerbot,team9backdoor,bazaloader,bazarloader					NULL		BazarBackdoor	BazarBackdoor 是一个小型后门，可能是由一个 TrickBot “分拆” 之类的主播。 它称为team9后门（以及对应的loader：team9 restart loader）。	NULL	UNC1878	保留	\0	win	远控
5391	nimzaloader,win.bazarnimrod					NULL		BazarNimrod	用 Nim 编程语言重写 Bazarloader。	2022-12-20		保留	\0	win	木马
5392	bbk					NULL		Bbk	BBK 是 BRONZE BUTLER 至少从 2019 年开始使用的下载器。	NULL		保留	\0		下载器
5393	win.bbsrat					NULL		BbsRat	BBSRAT 是具有远程访问工具功能的恶意软件，已用于有针对性的攻击。	NULL		保留	\0	win	远控
5394	win.bbtok					NULL		Bbtok	360安全中心将BBtok描述为针对墨西哥的银行木马。	NULL		保留	\0	win	木马
5395	elf.bcmpupnp_hunter					NULL		BcmpupnpHunter		NULL		保留	\0	elf	
5396	win.beapy					NULL		Beapy	蠕虫挖矿恶意软件Beapy，一种新型的加密劫持程序Beapy，其感染的受害者八成以上是中国企业	NULL		保留	\0	win	蠕虫
5397	win.bedep					NULL		Bedep	Bedep通常的动机是单击诈骗,其获得金钱收入的背后是犯罪运营商在任意网站的非法流量。然而,它还能够下载和执行其他的恶意软件，使用DGA算法产生其结构域	NULL		保留	\0	win	远控
